01:25:30.354 [main] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
01:25:30.578 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
01:25:31.685 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
01:25:31.707 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
01:25:32.261 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.tan.labbackend.entity.UserProjectId
01:25:32.262 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.tan.labbackend.entity.UserProjectId
01:25:32.903 [main] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
01:25:35.322 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8085"]
01:25:35.323 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
01:25:35.324 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.54]
01:25:35.710 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
01:25:42.522 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring TestDispatcherServlet ''
01:25:42.696 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8085"]
01:25:44.137 [main] INFO  com.tan.labbackend.WebsocketTest - Started WebsocketTest in 17.652 seconds (JVM running for 19.891)
01:25:44.364 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring TestDispatcherServlet ''
01:25:44.379 [main] INFO  com.tan.labbackend.WebsocketTest - WebSocket客户端连接中，请稍等...
01:25:44.380 [WebSocketConnectReadThread-38] ERROR com.tan.labbackend.websocket.MyWebSocketClient - 客户端出错
